,entity,country,period_start_date,payment_category,count,amount_reported_cad
4026,Ipc Canada Ltd.,Canada,1/1/19,Fees,6,20870000.0
4027,Ipc Canada Ltd.,Canada,1/1/19,Royalties,6,63280000.0
4028,Ipc Canada Ltd.,Canada,1/1/19,Taxes,7,16280000.0
4029,Iron Bridge Resources Inc.,Canada,1/1/16,Bonuses,5,11581715.2
4030,Iron Bridge Resources Inc.,Canada,1/1/16,Fees,22,645374.66
4031,Iron Bridge Resources Inc.,Canada,1/1/16,Royalties,14,26033444.77
4032,Iron Bridge Resources Inc.,Canada,1/1/17,Bonuses,3,2429335.0
4033,Iron Bridge Resources Inc.,Canada,1/1/17,Fees,26,719197.0
4034,Iron Bridge Resources Inc.,Canada,1/1/17,Royalties,12,5625966.0
4035,Iron Bridge Resources Inc.,Canada,1/1/17,Taxes,28,2316399.0
4036,Irving Resources Inc.,Japan,3/1/16,Fees,4,257342.0
4037,Irving Resources Inc.,Japan,3/1/17,Fees,4,86460.0
4038,Irving Resources Inc.,Japan,3/1/18,Fees,5,230699.0
4039,Irving Resources Inc.,Japan,3/1/19,Fees,3,148060.0
4040,Irving Resources Inc.,Malawi,3/1/16,Fees,2,4936.0
4041,Irving Resources Inc.,Malawi,3/1/17,Fees,2,4818.0
4042,Irving Resources Inc.,Malawi,3/1/18,Fees,2,4694.0
4043,Irving Resources Inc.,Malawi,3/1/19,Fees,2,4756.0
4044,Irving Resources Inc.,Tanzania,3/1/16,Fees,2,60260.0
4045,Irving Resources Inc.,Tanzania,3/1/17,Fees,2,16850.0
4046,Irving Resources Inc.,Tanzania,3/1/18,Fees,2,3924.0
4047,Ish Energy Ltd.,Canada,1/1/16,Fees,11,8880000.0
4048,Ish Energy Ltd.,Canada,1/1/16,Royalties,6,1240000.0
4049,Ish Energy Ltd.,Canada,1/1/16,Taxes,13,11380000.0
4050,Ish Energy Ltd.,Canada,1/1/17,Fees,10,7380000.0
4051,Ish Energy Ltd.,Canada,1/1/17,Royalties,6,4340000.0
4052,Ish Energy Ltd.,Canada,1/1/17,Taxes,13,6865000.0
4053,Ish Energy Ltd.,Canada,1/1/18,Bonuses,4,3240000.0
4054,Ish Energy Ltd.,Canada,1/1/18,Fees,8,7300000.0
4055,Ish Energy Ltd.,Canada,1/1/18,Royalties,6,5640000.0
4056,Ish Energy Ltd.,Canada,1/1/18,Taxes,13,11940000.0
4057,Ish Energy Ltd.,Canada,1/1/19,Bonuses,2,460000.0
4058,Ish Energy Ltd.,Canada,1/1/19,Fees,11,7500000.0
4059,Ish Energy Ltd.,Canada,1/1/19,Royalties,6,2400000.0
4060,Ish Energy Ltd.,Canada,1/1/19,Taxes,16,14780000.0
4061,Itafos,Brazil,1/1/17,Taxes,4,2817298.0
4062,Itafos,Brazil,1/1/18,Fees,2,220772.0
4063,Itafos,Brazil,1/1/18,Taxes,2,1438692.0
4064,Itafos,Brazil,1/1/19,Infrastructure Improvement Payments,2,411868.74
4065,Itafos,Brazil,1/1/19,Taxes,2,964977.74
4066,Itafos,Guinea,1/1/18,Fees,2,1759656.0
4067,Itafos,Guinea-bissau,1/1/19,Fees,6,1238071.7
4068,Itafos,Peru,1/1/17,Fees,2,260820.98
4069,Itafos,Peru,1/1/18,Fees,2,566840.22
4070,Itafos,Peru,1/1/19,Fees,2,296250.24
4071,Itafos,United States,1/1/18,Fees,2,509548.88
4072,Itafos,United States,1/1/18,Royalties,2,4350397.9
4073,Itafos,United States,1/1/18,Taxes,2,1046025.14
4074,Itafos,United States,1/1/19,Royalties,2,2816510.3600000003
4075,Itafos,United States,1/1/19,Taxes,5,3076633.64
4076,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/16,Bonuses,2,282954000.0
4077,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/16,Fees,9,2694800.0
4078,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/16,Infrastructure Improvement Payments,6,36730124.0
4079,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/16,Taxes,7,5807294.0
4080,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/17,Fees,11,3324416.0
4081,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/17,Infrastructure Improvement Payments,5,108770736.0
4082,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/17,Taxes,9,2480326.0
4083,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/18,Fees,11,4692000.0
4084,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/18,Infrastructure Improvement Payments,6,79764000.0
4085,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/18,Taxes,11,9261600.0
4086,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/19,Fees,15,7560180.0
4087,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/19,Infrastructure Improvement Payments,6,120443280.0
4088,Ivanhoe Mines Ltd.,Congo  Democratic Republic Of The,1/1/19,Taxes,12,13184850.0
4089,Ivanhoe Mines Ltd.,South Africa,1/1/16,Fees,4,1374348.0
4090,Ivanhoe Mines Ltd.,South Africa,1/1/16,Infrastructure Improvement Payments,4,9297060.0
4091,Ivanhoe Mines Ltd.,South Africa,1/1/17,Fees,3,1428460.0
4092,Ivanhoe Mines Ltd.,South Africa,1/1/17,Infrastructure Improvement Payments,2,285692.0
4093,Ivanhoe Mines Ltd.,South Africa,1/1/17,Taxes,1,207776.0
4094,Ivanhoe Mines Ltd.,South Africa,1/1/18,Fees,2,897600.0
4095,Ivanhoe Mines Ltd.,South Africa,1/1/18,Infrastructure Improvement Payments,1,27200.0
4096,Ivanhoe Mines Ltd.,South Africa,1/1/18,Taxes,1,204000.0
4097,Ivanhoe Mines Ltd.,South Africa,1/1/19,Fees,3,1104150.0
4098,Ivanhoe Mines Ltd.,South Africa,1/1/19,Infrastructure Improvement Payments,1,12990.0
4099,Ivanhoe Mines Ltd.,South Africa,1/1/19,Taxes,1,116910.0
4100,Jadestone Energy Inc.,Australia,1/1/18,Fees,2,1075328.0
4101,Jadestone Energy Inc.,Australia,1/1/18,Taxes,2,16787938.0
4102,Jadestone Energy Inc.,Australia,1/1/19,Fees,3,1307843.48
4103,Jadestone Energy Inc.,Australia,1/1/19,Taxes,2,9427739.28
4104,Jadestone Energy Inc.,Australia,4/1/17,Fees,2,1244000.0
4105,Jadestone Energy Inc.,Indonesia,1/1/18,Royalties,2,11650934.4
4106,Jadestone Energy Inc.,Indonesia,1/1/18,Taxes,2,2337442.8
4107,Jadestone Energy Inc.,Indonesia,4/1/16,Royalties,2,2095394.0
4108,Jadestone Energy Inc.,Indonesia,4/1/16,Taxes,2,494214.0
4109,Jadestone Energy Inc.,Indonesia,4/1/17,Royalties,2,18198000.0
4110,Jadestone Energy Inc.,Indonesia,4/1/17,Taxes,4,4734000.0
4111,Jadestone Energy Inc.,Vietnam,1/1/18,Fees,4,1368357.6
4112,Jadestone Energy Inc.,Vietnam,1/1/19,Bonuses,3,9093000.0
4113,Jadestone Energy Inc.,Vietnam,1/1/19,Fees,3,627790.69
4114,Jadestone Energy Inc.,Vietnam,4/1/16,Fees,15,2625800.0
4115,Jaguar Mining Inc.,Brazil,1/1/16,Fees,3,242532.0
4116,Jaguar Mining Inc.,Brazil,1/1/16,Taxes,5,4311680.0
4117,Jaguar Mining Inc.,Brazil,1/1/17,Fees,3,181804.0
4118,Jaguar Mining Inc.,Brazil,1/1/17,Taxes,3,2389424.0
4119,Jaguar Mining Inc.,Brazil,1/1/18,Fees,1,367200.0
4120,Jaguar Mining Inc.,Brazil,1/1/18,Taxes,3,4243200.0
4121,Jaguar Mining Inc.,Brazil,1/1/19,Fees,3,311760.0
4122,Jaguar Mining Inc.,Brazil,1/1/19,Taxes,10,6053340.0
4123,Japan Canada Oil Sands Limited,Canada,1/1/16,Fees,4,5023898.0
4124,Japan Canada Oil Sands Limited,Canada,1/1/16,Infrastructure Improvement Payments,2,1519154.0
4125,Japan Canada Oil Sands Limited,Canada,1/1/16,Royalties,3,548066.0
4126,Japan Canada Oil Sands Limited,Canada,1/1/16,Taxes,2,3334660.0
4127,Japan Canada Oil Sands Limited,Canada,1/1/17,Fees,6,4140000.0
4128,Japan Canada Oil Sands Limited,Canada,1/1/17,Royalties,2,340000.0
4129,Japan Canada Oil Sands Limited,Canada,1/1/17,Taxes,2,1500000.0
4130,Japan Canada Oil Sands Limited,Canada,1/1/18,Bonuses,2,260000.0
4131,Japan Canada Oil Sands Limited,Canada,1/1/18,Fees,4,3560000.0
4132,Japan Canada Oil Sands Limited,Canada,1/1/18,Royalties,2,23500000.0
4133,Japan Canada Oil Sands Limited,Canada,1/1/18,Taxes,2,9740000.0
4134,Japan Canada Oil Sands Limited,Canada,1/1/19,Fees,5,5850000.0
4135,Japan Canada Oil Sands Limited,Canada,1/1/19,Royalties,2,24120000.0
4136,Japan Canada Oil Sands Limited,Canada,1/1/19,Taxes,2,8640000.0
4137,Jien International Investment Ltd.,Canada,1/1/16,Fees,4,7860000.0
4138,Jien International Investment Ltd.,Canada,1/1/16,Taxes,3,730000.0
4139,Jien International Investment Ltd.,Canada,1/1/17,Fees,4,4900000.0
4140,Jien International Investment Ltd.,Canada,1/1/17,Taxes,4,1360000.0
4141,Jien International Investment Ltd.,Canada,1/1/18,Fees,3,7960000.0
4142,Jien International Investment Ltd.,Canada,1/1/18,Royalties,2,8000000.0
4143,Jien International Investment Ltd.,Canada,1/1/18,Taxes,2,660000.0
4144,Josemaria Resources Inc.,Chile,1/1/16,Fees,4,286936.0
4145,Josemaria Resources Inc.,Chile,1/1/17,Fees,2,264000.0
4146,Josemaria Resources Inc.,Chile,1/1/18,Fees,2,204000.0
4147,Josemaria Resources Inc.,Chile,1/1/19,Fees,2,218800.0
4148,Journey Energy Inc.,Canada,1/1/16,Bonuses,2,324000.0
4149,Journey Energy Inc.,Canada,1/1/16,Fees,6,3604000.0
4150,Journey Energy Inc.,Canada,1/1/16,Royalties,4,7814000.0
4151,Journey Energy Inc.,Canada,1/1/16,Taxes,11,8106000.0
4152,Journey Energy Inc.,Canada,1/1/17,Fees,8,3862000.0
4153,Journey Energy Inc.,Canada,1/1/17,Royalties,4,11664000.0
4154,Journey Energy Inc.,Canada,1/1/17,Taxes,13,8292000.0
4155,Journey Energy Inc.,Canada,1/1/18,Fees,7,4845059.78
4156,Journey Energy Inc.,Canada,1/1/18,Royalties,3,18076295.78
4157,Journey Energy Inc.,Canada,1/1/18,Taxes,13,8595125.74
4158,Journey Energy Inc.,Canada,1/1/19,Fees,7,4160168.32
4159,Journey Energy Inc.,Canada,1/1/19,Royalties,4,15942446.44
4160,Journey Energy Inc.,Canada,1/1/19,Taxes,13,8333697.29
4161,Junex Inc.,Canada,1/1/16,Fees,1,159000.0
4162,Junex Inc.,Canada,1/1/17,Fees,1,130.0
4163,Jupiter Resources Inc.,Canada,1/1/16,Fees,3,6460000.0
4164,Jupiter Resources Inc.,Canada,1/1/16,Royalties,2,23360000.0
4165,Jupiter Resources Inc.,Canada,1/1/16,Taxes,2,5480000.0
4166,Jupiter Resources Inc.,Canada,1/1/17,Bonuses,2,4480000.0
4167,Jupiter Resources Inc.,Canada,1/1/17,Fees,3,5520000.0
4168,Jupiter Resources Inc.,Canada,1/1/17,Royalties,2,44520000.0
4169,Jupiter Resources Inc.,Canada,1/1/17,Taxes,2,5000000.0
4170,Jupiter Resources Inc.,Canada,1/1/18,Fees,2,5520000.0
4171,Jupiter Resources Inc.,Canada,1/1/18,Royalties,2,31320000.0
4172,Jupiter Resources Inc.,Canada,1/1/18,Taxes,2,6080000.0
4173,Jupiter Resources Inc.,Canada,1/1/19,Fees,2,3980000.0
4174,Jupiter Resources Inc.,Canada,1/1/19,Royalties,2,14800000.0
4175,Jupiter Resources Inc.,Canada,1/1/19,Taxes,2,5820000.0
4176,Jura Energy Corporation,Pakistan,1/1/16,Taxes,4,7345858.0
4177,Jura Energy Corporation,Pakistan,1/1/17,Royalties,4,460360.0
4178,Jura Energy Corporation,Pakistan,1/1/17,Taxes,4,4380516.0
4179,Jura Energy Corporation,Pakistan,1/1/18,Royalties,4,4418450.0
4180,Jura Energy Corporation,Pakistan,1/1/18,Taxes,4,5542338.0
4181,Jura Energy Corporation,Pakistan,1/1/19,Royalties,3,583602.0
4182,Jura Energy Corporation,Pakistan,1/1/19,Taxes,4,4757192.0
4183,K+S Windsor Salt Ltd,Bahamas,1/1/16,Fees,2,914397.78
4184,K+S Windsor Salt Ltd,Bahamas,1/1/17,Fees,2,754970.54
4185,K+S Windsor Salt Ltd,Bahamas,1/1/19,Fees,2,1086402.2
4186,K+S Windsor Salt Ltd,Brazil,1/1/16,Taxes,2,1094459.34
4187,K+S Windsor Salt Ltd,Canada,1/1/16,Fees,4,1598326.35
4188,K+S Windsor Salt Ltd,Canada,1/1/16,Royalties,2,445069.9
4189,K+S Windsor Salt Ltd,Canada,1/1/16,Taxes,5,14792107.3
4190,K+S Windsor Salt Ltd,Canada,1/1/17,Fees,8,6108391.41
4191,K+S Windsor Salt Ltd,Canada,1/1/17,Royalties,3,7509890.76
4192,K+S Windsor Salt Ltd,Canada,1/1/17,Taxes,2,8736016.34
4193,K+S Windsor Salt Ltd,Canada,1/1/18,Fees,13,33580275.2
4194,K+S Windsor Salt Ltd,Canada,1/1/18,Taxes,4,14639511.18
4195,K+S Windsor Salt Ltd,Canada,1/1/19,Fees,13,48558160.02
4196,K+S Windsor Salt Ltd,Canada,1/1/19,Taxes,9,20975640.14
4197,K+S Windsor Salt Ltd,Chile,1/1/16,Taxes,2,2139220.78
4198,K+S Windsor Salt Ltd,Chile,1/1/17,Taxes,1,955664.46
4199,K+S Windsor Salt Ltd,Chile,1/1/18,Taxes,2,1373155.94
4200,K+S Windsor Salt Ltd,Chile,1/1/19,Taxes,2,3233474.3
4201,K+S Windsor Salt Ltd,Germany,1/1/16,Fees,3,2849774.04
4202,K+S Windsor Salt Ltd,Germany,1/1/16,Royalties,3,580721.17
4203,K+S Windsor Salt Ltd,Germany,1/1/16,Taxes,8,10649078.08
4204,K+S Windsor Salt Ltd,Germany,1/1/17,Fees,6,2957690.75
4205,K+S Windsor Salt Ltd,Germany,1/1/17,Royalties,2,371502.4
4206,K+S Windsor Salt Ltd,Germany,1/1/17,Taxes,7,4869234.600000001
4207,K+S Windsor Salt Ltd,Germany,1/1/18,Fees,6,3640189.0
4208,K+S Windsor Salt Ltd,Germany,1/1/18,Taxes,8,20759368.74
4209,K+S Windsor Salt Ltd,Germany,1/1/19,Fees,7,3113447.54
4210,K+S Windsor Salt Ltd,Germany,1/1/19,Taxes,8,10097119.16
4211,K+S Windsor Salt Ltd,United States,1/1/16,Fees,7,2732247.6799999997
4212,K+S Windsor Salt Ltd,United States,1/1/16,Royalties,2,321336.94
4213,K+S Windsor Salt Ltd,United States,1/1/16,Taxes,5,40238224.0
4214,K+S Windsor Salt Ltd,United States,1/1/17,Fees,4,1906684.3699999999
4215,K+S Windsor Salt Ltd,United States,1/1/17,Royalties,2,356402.68
4216,K+S Windsor Salt Ltd,United States,1/1/17,Taxes,1,5433740.8
4217,K+S Windsor Salt Ltd,United States,1/1/18,Fees,8,2093338.5599999998
4218,K+S Windsor Salt Ltd,United States,1/1/18,Taxes,10,8227574.4399999995
4219,K+S Windsor Salt Ltd,United States,1/1/19,Fees,6,2115603.7199999997
4220,K+S Windsor Salt Ltd,United States,1/1/19,Taxes,2,3913802.62
4221,K92 Mining Inc.,Papua New Guinea,1/1/19,Royalties,2,898089.28
4222,Kaisen Energy Corp.,Canada,1/1/17,Fees,3,166602.0
4223,Kaisen Energy Corp.,Canada,1/1/17,Royalties,4,3377140.0
4224,Kaisen Energy Corp.,Canada,1/1/17,Taxes,24,2659972.0
4225,Kaisen Energy Corp.,Canada,1/1/18,Fees,2,171255.87
4226,Kaisen Energy Corp.,Canada,1/1/18,Royalties,2,3325732.0
4227,Kaisen Energy Corp.,Canada,1/1/18,Taxes,4,1222659.14
4228,Kaisen Energy Corp.,Canada,1/1/19,Fees,2,147887.38
4229,Kaisen Energy Corp.,Canada,1/1/19,Royalties,2,2354998.0
4230,Kaisen Energy Corp.,Canada,1/1/19,Taxes,2,132000.0
4231,Kaizen Discovery Inc.,Peru,1/1/16,Fees,4,529000.0
4232,Kaizen Discovery Inc.,Peru,1/1/16,Taxes,2,15800.0
4233,Kaizen Discovery Inc.,Peru,1/1/17,Fees,4,561800.0
4234,Kaizen Discovery Inc.,Peru,1/1/18,Fees,4,623600.0
4235,Kaizen Discovery Inc.,Peru,1/1/19,Fees,3,387600.0
4236,Karora Resources Inc.,Australia,1/1/16,Fees,1,30000.0
4237,Karora Resources Inc.,Australia,1/1/16,Royalties,2,2460000.0
4238,Karora Resources Inc.,Australia,1/1/17,Fees,2,100000.0
4239,Karora Resources Inc.,Australia,1/1/17,Royalties,2,2820000.0
4240,Karora Resources Inc.,Australia,1/1/18,Fees,2,140000.0
4241,Karora Resources Inc.,Australia,1/1/18,Royalties,2,5200000.0
4242,Karora Resources Inc.,Australia,1/1/19,Fees,4,1500000.0
4243,Karora Resources Inc.,Australia,1/1/19,Royalties,4,4840000.0
4244,Karora Resources Inc.,Canada,1/1/16,Fees,4,390000.0
4245,Karora Resources Inc.,Canada,1/1/18,Fees,2,520000.0
4246,Karora Resources Inc.,Canada,1/1/19,Fees,2,340000.0
4247,Karve Energy Inc.,Canada,1/1/17,Fees,4,1200000.0
4248,Karve Energy Inc.,Canada,1/1/17,Royalties,2,4460000.0
4249,Karve Energy Inc.,Canada,1/1/17,Taxes,2,980000.0
4250,Karve Energy Inc.,Canada,1/1/18,Fees,3,5560000.0
4251,Karve Energy Inc.,Canada,1/1/18,Royalties,2,13660000.0
4252,Karve Energy Inc.,Canada,1/1/18,Taxes,5,13700000.0
4253,Karve Energy Inc.,Canada,1/1/19,Fees,3,4100000.0
4254,Karve Energy Inc.,Canada,1/1/19,Royalties,2,11380000.0
4255,Karve Energy Inc.,Canada,1/1/19,Taxes,6,13900000.0
4256,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/16,Fees,2,15274286.0
4257,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/16,Infrastructure Improvement Payments,2,15014474.0
4258,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/16,Taxes,2,10464838.0
4259,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/17,Infrastructure Improvement Payments,2,649300.0
4260,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/17,Royalties,3,1965397.3399999999
4261,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/18,Infrastructure Improvement Payments,4,126683474.0
4262,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/18,Royalties,4,78750412.0
4263,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/19,Infrastructure Improvement Payments,4,160354023.96
4264,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/19,Royalties,4,136981942.7
4265,Katanga Mining Limited,Congo  Democratic Republic Of The,1/1/19,Taxes,2,75370412.82
4266,Kelt Exploration Ltd.,Canada,1/1/16,Bonuses,5,11560000.0
4267,Kelt Exploration Ltd.,Canada,1/1/16,Fees,13,7160000.0
4268,Kelt Exploration Ltd.,Canada,1/1/16,Royalties,7,30600000.0
4269,Kelt Exploration Ltd.,Canada,1/1/16,Taxes,14,6920000.0
4270,Kelt Exploration Ltd.,Canada,1/1/17,Bonuses,4,14840000.0
4271,Kelt Exploration Ltd.,Canada,1/1/17,Fees,9,5960000.0
4272,Kelt Exploration Ltd.,Canada,1/1/17,Royalties,7,37300000.0
4273,Kelt Exploration Ltd.,Canada,1/1/17,Taxes,9,6420000.0
4274,Kelt Exploration Ltd.,Canada,1/1/18,Bonuses,4,6140000.0
4275,Kelt Exploration Ltd.,Canada,1/1/18,Fees,8,8300000.0
4276,Kelt Exploration Ltd.,Canada,1/1/18,Royalties,7,51820000.0
4277,Kelt Exploration Ltd.,Canada,1/1/18,Taxes,7,5920000.0
4278,Kelt Exploration Ltd.,Canada,1/1/19,Bonuses,2,1220000.0
4279,Kelt Exploration Ltd.,Canada,1/1/19,Fees,7,9940000.0
4280,Kelt Exploration Ltd.,Canada,1/1/19,Royalties,4,41520000.0
4281,Kelt Exploration Ltd.,Canada,1/1/19,Taxes,6,6160000.0
4282,Kerr Mines Inc.,United States,7/1/17,Fees,2,229938.0
4283,Kerr Mines Inc.,United States,7/1/18,Fees,2,261532.0
4284,Kerr Mines Inc.,United States,7/1/19,Fees,2,263444.0
4285,Keyera Corp.,Canada,1/1/16,Fees,4,3800000.0
4286,Keyera Corp.,Canada,1/1/16,Royalties,2,7900000.0
4287,Keyera Corp.,Canada,1/1/16,Taxes,5,3270000.0
4288,Keyera Corp.,Canada,1/1/17,Fees,4,6656000.0
4289,Keyera Corp.,Canada,1/1/17,Royalties,3,14547000.0
4290,Keyera Corp.,Canada,1/1/17,Taxes,9,12808000.0
4291,Keyera Corp.,Canada,1/1/18,Fees,4,4739000.0
4292,Keyera Corp.,Canada,1/1/18,Royalties,3,14099000.0
4293,Keyera Corp.,Canada,1/1/18,Taxes,7,11290000.0
4294,Keyera Corp.,Canada,1/1/19,Fees,7,5631338.160000001
4295,Keyera Corp.,Canada,1/1/19,Royalties,4,5423687.8
4296,Keyera Corp.,Canada,1/1/19,Taxes,12,14010905.79
4297,Kghm International Ltd,Canada,1/1/16,Infrastructure Improvement Payments,2,5540000.0
4298,Kghm International Ltd,Canada,1/1/16,Taxes,2,14900000.0
4299,Kghm International Ltd,Canada,1/1/17,Fees,4,816170.1000000001
4300,Kghm International Ltd,Canada,1/1/17,Infrastructure Improvement Payments,2,3030805.14
4301,Kghm International Ltd,Canada,1/1/17,Taxes,4,25789396.060000002
4302,Kghm International Ltd,Canada,1/1/18,Fees,8,4130250.88
4303,Kghm International Ltd,Canada,1/1/18,Infrastructure Improvement Payments,2,3534267.26
4304,Kghm International Ltd,Canada,1/1/18,Taxes,2,20998581.86
4305,Kghm International Ltd,Canada,1/1/19,Fees,6,2943368.66
4306,Kghm International Ltd,Canada,1/1/19,Infrastructure Improvement Payments,2,1633744.16
4307,Kghm International Ltd,Canada,1/1/19,Taxes,3,1829047.1
4308,Kghm International Ltd,Chile,1/1/16,Bonuses,2,200000.0
4309,Kghm International Ltd,Chile,1/1/16,Fees,2,100000.0
4310,Kghm International Ltd,Chile,1/1/16,Taxes,4,2220000.0
4311,Kghm International Ltd,Chile,1/1/17,Bonuses,4,1082907.74
4312,Kghm International Ltd,Chile,1/1/17,Taxes,2,3097010.36
4313,Kghm International Ltd,Chile,1/1/18,Fees,4,278730.02
4314,Kghm International Ltd,Chile,1/1/18,Taxes,8,3730916.88
4315,Kghm International Ltd,Chile,1/1/19,Taxes,5,1980559.81
4316,Kghm International Ltd,Greenland,1/1/16,Fees,2,260000.0
4317,Kghm International Ltd,United Kingdom,1/1/19,Taxes,2,2070600.8
4318,Kghm International Ltd,United States,1/1/16,Fees,11,1520000.0
4319,Kghm International Ltd,United States,1/1/16,Taxes,6,3160000.0
4320,Kghm International Ltd,United States,1/1/17,Fees,12,2875357.5
4321,Kghm International Ltd,United States,1/1/17,Taxes,8,12146075.9
4322,Kghm International Ltd,United States,1/1/18,Fees,10,1758207.4200000002
4323,Kghm International Ltd,United States,1/1/18,Taxes,10,48764849.019999996
4324,Kghm International Ltd,United States,1/1/19,Fees,7,2442301.44
4325,Kghm International Ltd,United States,1/1/19,Taxes,5,13567617.75
4326,Kincora Copper Limited,Australia,1/1/19,Fees,2,47292.0
4327,Kincora Copper Limited,Mongolia,1/1/16,Fees,4,350962.0
4328,Kincora Copper Limited,Mongolia,1/1/16,Taxes,5,84886.0
4329,Kincora Copper Limited,Mongolia,1/1/17,Fees,4,652214.0
4330,Kincora Copper Limited,Mongolia,1/1/17,Taxes,7,172501.0
4331,Kincora Copper Limited,Mongolia,1/1/18,Fees,4,430790.0
4332,Kincora Copper Limited,Mongolia,1/1/18,Taxes,4,337618.0
4333,Kincora Copper Limited,Mongolia,1/1/19,Fees,8,336810.0
4334,Kincora Copper Limited,Mongolia,1/1/19,Taxes,5,245932.0
4335,Kinross Gold Corporation,Brazil,1/1/16,Fees,2,3395448.0
4336,Kinross Gold Corporation,Brazil,1/1/16,Royalties,2,15387308.0
4337,Kinross Gold Corporation,Brazil,1/1/16,Taxes,4,36622332.0
4338,Kinross Gold Corporation,Brazil,1/1/17,Fees,2,1350544.0
4339,Kinross Gold Corporation,Brazil,1/1/17,Infrastructure Improvement Payments,2,467496.0
4340,Kinross Gold Corporation,Brazil,1/1/17,Royalties,2,10830324.0
4341,Kinross Gold Corporation,Brazil,1/1/17,Taxes,3,597356.0
4342,Kinross Gold Corporation,Brazil,1/1/18,Fees,2,2067200.0
4343,Kinross Gold Corporation,Brazil,1/1/18,Infrastructure Improvement Payments,2,435200.0
4344,Kinross Gold Corporation,Brazil,1/1/18,Royalties,2,26520000.0
4345,Kinross Gold Corporation,Brazil,1/1/18,Taxes,2,9384000.0
4346,Kinross Gold Corporation,Brazil,1/1/19,Fees,2,1180000.0
4347,Kinross Gold Corporation,Brazil,1/1/19,Royalties,2,24440000.0
4348,Kinross Gold Corporation,Brazil,1/1/19,Taxes,2,58640000.0
4349,Kinross Gold Corporation,Canada,1/1/18,Taxes,1,108800.0
4350,Kinross Gold Corporation,Chile,1/1/16,Infrastructure Improvement Payments,4,889284.0
4351,Kinross Gold Corporation,Chile,1/1/16,Taxes,6,12072704.0
4352,Kinross Gold Corporation,Chile,1/1/17,Fees,4,5428148.0
4353,Kinross Gold Corporation,Chile,1/1/17,Infrastructure Improvement Payments,2,285692.0
4354,Kinross Gold Corporation,Chile,1/1/17,Taxes,6,11219904.0
4355,Kinross Gold Corporation,Chile,1/1/18,Fees,2,924800.0
4356,Kinross Gold Corporation,Chile,1/1/18,Taxes,7,10091200.0
4357,Kinross Gold Corporation,Chile,1/1/19,Fees,2,210000.0
4358,Kinross Gold Corporation,Chile,1/1/19,Infrastructure Improvement Payments,3,500000.0
4359,Kinross Gold Corporation,Chile,1/1/19,Taxes,7,6290000.0
4360,Kinross Gold Corporation,Ghana,1/1/16,Fees,2,1266556.0
4361,Kinross Gold Corporation,Ghana,1/1/16,Royalties,2,35759996.0
4362,Kinross Gold Corporation,Ghana,1/1/16,Taxes,2,31825588.0
4363,Kinross Gold Corporation,Ghana,1/1/17,Fees,2,259720.0
4364,Kinross Gold Corporation,Ghana,1/1/17,Royalties,2,48152088.0
4365,Kinross Gold Corporation,Ghana,1/1/17,Taxes,2,29711968.0
4366,Kinross Gold Corporation,Ghana,1/1/18,Dividends,2,35360000.0
4367,Kinross Gold Corporation,Ghana,1/1/18,Fees,2,625600.0
4368,Kinross Gold Corporation,Ghana,1/1/18,Royalties,2,35305600.0
4369,Kinross Gold Corporation,Ghana,1/1/18,Taxes,2,57446400.0
4370,Kinross Gold Corporation,Ghana,1/1/19,Dividends,2,10000000.0
4371,Kinross Gold Corporation,Ghana,1/1/19,Fees,2,2820000.0
4372,Kinross Gold Corporation,Ghana,1/1/19,Royalties,2,28100000.0
4373,Kinross Gold Corporation,Ghana,1/1/19,Taxes,2,17140000.0
4374,Kinross Gold Corporation,Mauritania,1/1/16,Fees,2,1616880.0
4375,Kinross Gold Corporation,Mauritania,1/1/16,Royalties,2,15791528.0
4376,Kinross Gold Corporation,Mauritania,1/1/16,Taxes,3,7033428.0
4377,Kinross Gold Corporation,Mauritania,1/1/17,Fees,2,1610264.0
4378,Kinross Gold Corporation,Mauritania,1/1/17,Royalties,2,25712280.0
4379,Kinross Gold Corporation,Mauritania,1/1/17,Taxes,4,6960496.0
